Experiment,Time,TR_u_IPTG,TR_u_ATC,READOUT_LACI,READOUT_TETR,STD_LACI,STD_TETR
3,135.0166667,0.8,20,167.7944477,1346.819856,1.677944477,13.46819856
3,140.0333333,0.8,20,169.1973689,1324.883225,1.691973689,13.24883225
3,145.0166667,0.8,20,171.2674637,1303.886869,1.712674637,13.03886869
3,150.0333333,0.8,20,177.3292949,1321.353898,1.773292949,13.21353898
3,155.0166667,0.8,20,179.4822712,1308.624653,1.794822712,13.08624653
3,160.0166667,0.8,20,181.5705474,1298.264309,1.815705474,12.98264309
3,165.0333333,0.8,20,184.015762,1282.702802,1.84015762,12.82702802
3,170.0166667,0.8,20,187.3041237,1260.397684,1.873041237,12.60397684
3,175.0333333,0.8,20,194.4857222,1272.75679,1.944857222,12.7275679
3,180.0166667,0.3,60,193.687253,1265.790108,1.93687253,12.65790108
3,185.0333333,0.3,60,196.5161352,1272.356213,1.965161352,12.72356213
3,190.0166667,0.3,60,199.9445257,1239.80602,1.999445257,12.3980602
3,195.0333333,0.3,60,208.0936818,1207.740337,2.080936818,12.07740337
3,200.0166667,0.3,60,210.4654723,1201.646804,2.104654723,12.01646804
3,205.0166667,0.3,60,215.6375526,1181.062347,2.156375526,11.81062347
3,210.0333333,0.3,60,219.1536727,1162.205289,2.191536727,11.62205289
3,215.0333333,0.3,60,227.461524,1143.066846,2.27461524,11.43066846
3,220.0166667,0.3,60,232.4650521,1120.253391,2.324650521,11.20253391
3,225.0333333,0.3,60,245.1534297,1099.021441,2.451534297,10.99021441
3,230.0166667,0.3,60,251.4757764,1055.54201,2.514757764,10.5554201
3,235.0166667,0.3,60,257.6486325,1043.685136,2.576486325,10.43685136
3,240.0166667,0.3,60,268.8603567,1038.291321,2.688603567,10.38291321
3,245.0333333,0.3,60,279.6455367,1020.593865,2.796455367,10.20593865
3,250.0166667,0.3,60,289.0259683,997.6231913,2.890259683,9.976231913
3,255.0166667,0.3,60,295.1177416,986.7003675,2.951177416,9.867003675
3,260.0166667,0.3,60,312.4865373,953.066541,3.124865373,9.53066541
3,265.0166667,0.3,60,317.2863001,941.3411835,3.172863001,9.413411835
3,270.0333333,0.3,60,325.0510901,915.8181071,3.250510901,9.158181071
3,275.0166667,0.3,60,338.8911916,908.0868107,3.388911916,9.080868107
3,280.0166667,0.3,60,358.2092313,898.796081,3.582092313,8.98796081
3,285.0166667,0.3,60,370.1962042,868.6229865,3.701962042,8.686229865
3,290.0333333,0.3,60,390.3770356,836.6850536,3.903770356,8.366850536
3,295.0333333,0.3,60,407.068452,827.7318654,4.07068452,8.277318654
3,300.0166667,0.3,60,424.8990332,822.0555541,4.248990332,8.220555541
3,305.0166667,0.3,60,435.5914556,806.5995148,4.355914556,8.065995148
3,310.0166667,0.3,60,463.9806985,779.920042,4.639806985,7.79920042
3,315.0333333,0.3,60,491.6503699,786.380226,4.916503699,7.86380226
3,320.0166667,0.3,60,507.8993157,756.8689213,5.078993157,7.568689213
3,325.0166667,0.3,60,525.182622,741.686513,5.25182622,7.41686513
3,330.0166667,0.3,60,548.7785666,731.3493423,5.487785666,7.313493423
3,335.0166667,0.3,60,570.5150342,713.8650164,5.705150342,7.138650164
3,340.0166667,0.3,60,603.7521785,708.6249837,6.037521785,7.086249837
3,345.0166667,0.3,60,625.6183498,689.9337483,6.256183498,6.899337483
3,350.0166667,0.3,60,657.3700313,667.776275,6.573700313,6.67776275
3,355.0166667,0.3,60,689.944173,658.5085425,6.89944173,6.585085425
3,360.0166667,0.3,60,717.5627901,642.8019661,7.175627901,6.428019661
3,365.0166667,0.3,60,764.4496091,625.8242089,7.644496091,6.258242089
3,370.0166667,0.3,60,777.82083,609.203368,7.7782083,6.09203368
3,375.0166667,0.3,60,828.9017166,589.53024,8.289017166,5.8953024
3,380.0166667,0.3,60,861.4828458,588.4521978,8.614828458,5.884521978
3,385.0166667,0.3,60,921.1239208,571.6058338,9.211239208,5.716058338
3,390.0166667,0.3,60,945.4921594,568.0993871,9.454921594,5.680993871
3,395.0166667,0.3,60,986.3200307,544.4587776,9.863200307,5.444587776
3,400.0166667,0.3,60,1049.634628,526.3089779,10.49634628,5.263089779
3,405.0166667,0.3,60,1084.087193,525.0919463,10.84087193,5.250919463
3,410.0166667,0.3,60,1129.442157,509.1886515,11.29442157,5.091886515
3,415.0333333,0.3,60,1184.152771,488.1835237,11.84152771,4.881835237
3,420.0166667,0.3,60,1239.365508,481.5504076,12.39365508,4.815504076
3,425.0166667,0.3,60,1284.96428,466.9947279,12.8496428,4.669947279
3,430.0166667,0.3,60,1346.342276,464.3009486,13.46342276,4.643009486
3,435.0166667,0.3,60,1382.532054,446.7539529,13.82532054,4.467539529
3,440.0166667,0.3,60,1428.349122,439.8596943,14.28349122,4.398596943
3,445.0166667,0.3,60,1494.58815,427.5981269,14.9458815,4.275981269
3,450.0166667,0.3,60,1581.681121,418.3655925,15.81681121,4.183655925
3,455.0166667,0.3,60,1644.696924,401.6661188,16.44696924,4.016661188
3,460.0166667,0.3,60,1664.813636,392.446578,16.64813636,3.92446578
3,465.0166667,0.3,60,1769.215856,383.4667374,17.69215856,3.834667374
3,470.0166667,0.3,60,1805.719274,384.0677604,18.05719274,3.840677604
3,475.0166667,0.3,60,1852.818356,369.5747223,18.52818356,3.695747223
3,480.0166667,0.3,60,1894.034144,356.6179691,18.94034144,3.566179691
3,485.0166667,0.3,60,1945.356294,345.6822004,19.45356294,3.456822004
3,490.0166667,0.3,60,1992.932275,338.1561526,19.92932275,3.381561526
3,495.0166667,0.3,60,2013.565862,333.4430668,20.13565862,3.334430668
3,500.0333333,0.3,60,2061.966211,323.8708843,20.61966211,3.238708843
3,505.0333333,0.3,60,2129.851774,323.1341908,21.29851774,3.231341908
3,510.0166667,0.3,60,2171.312721,306.2351818,21.71312721,3.062351818
3,515.0166667,0.3,60,2263.090152,301.1155555,22.63090152,3.011155555
3,520.0333333,0.3,60,2288.056403,297.583116,22.88056403,2.97583116
3,525.0166667,0.3,60,2295.092929,290.7252316,22.95092929,2.907252316
3,530.0166667,0.3,60,2359.841289,284.1922288,23.59841289,2.841922288
3,535.0333333,0.3,60,2382.928674,277.1878451,23.82928674,2.771878451
3,540.0166667,0.3,60,2420.144422,272.3276358,24.20144422,2.723276358
3,545.0166667,0.3,60,2434.746721,265.5417435,24.34746721,2.655417435
3,550.0333333,0.3,60,2458.337653,262.401047,24.58337653,2.62401047
3,555.0166667,0.3,60,2551.248278,260.3911415,25.51248278,2.603911415
3,560.0166667,0.3,60,2587.266471,251.5350343,25.87266471,2.515350343
3,565.0166667,0.3,60,2589.298894,252.4077947,25.89298894,2.524077947
3,570.0166667,0.3,60,2641.739558,247.3555515,26.41739558,2.473555515
3,575.0166667,0.3,60,2659.564235,244.8501779,26.59564235,2.448501779
3,580.0166667,0.3,60,2675.641573,238.4672973,26.75641573,2.384672973
3,585.0166667,0.3,60,2723.553872,232.0552314,27.23553872,2.320552314
3,590.0333333,0.3,60,2704.534871,233.8317129,27.04534871,2.338317129
3,595.0166667,0.3,60,2743.022689,229.2417648,27.43022689,2.292417648
3,600.0166667,0.3,60,2735.605868,222.5831572,27.35605868,2.225831572
3,605.0166667,0.3,60,2795.484627,222.0271108,27.95484627,2.220271108
3,610.0166667,0.3,60,2793.645467,222.4634273,27.93645467,2.224634273
3,615.0333333,0.3,60,2870.527321,219.3507717,28.70527321,2.193507717
3,620.0333333,0.3,60,2890.593414,216.6746099,28.90593414,2.166746099
3,625.0166667,0.3,60,2819.506375,215.6768291,28.19506375,2.156768291
3,630.0166667,0.3,60,2876.330703,209.3347083,28.76330703,2.093347083
3,635.0333333,0.3,60,2922.92753,211.2076483,29.2292753,2.112076483
3,640.0166667,0.3,60,2906.27674,207.7321187,29.0627674,2.077321187
3,645.0166667,0.3,60,2905.337648,204.9948997,29.05337648,2.049948997
3,650.0333333,0.3,60,2872.840859,206.1796564,28.72840859,2.061796564
3,655.0166667,0.3,60,2928.89328,203.034668,29.2889328,2.03034668
3,660.0166667,0.3,60,2932.438333,198.187705,29.32438333,1.98187705
3,665.0166667,0.3,60,2948.081958,202.567968,29.48081958,2.02567968
3,670.0166667,0.3,60,2908.481994,199.9820442,29.08481994,1.999820442
3,675.0166667,0.3,60,2963.078522,195.6072201,29.63078522,1.956072201
3,680.0166667,0.3,60,2942.045245,193.6532687,29.42045245,1.936532687
3,685.0166667,0.3,60,3001.498467,190.5446265,30.01498467,1.905446265
3,690.0166667,0.3,60,3010.660051,194.0272702,30.10660051,1.940272702
3,695.0333333,0.3,60,3005.332272,194.2284193,30.05332272,1.942284193
3,700.0333333,0.3,60,2960.025804,193.2493632,29.60025804,1.932493632
3,705.0166667,0.3,60,2998.487534,190.289876,29.98487534,1.90289876
3,710.0166667,0.3,60,3003.838093,186.879319,30.03838093,1.86879319
3,715.0166667,0.3,60,3034.272501,188.3512946,30.34272501,1.883512946
3,720.0333333,0.3,20,3048.591018,187.2367486,30.48591018,1.872367486
3,725.0166667,0.3,20,3056.742905,186.8745443,30.56742905,1.868745443
3,730.0166667,0.3,20,3030.733719,184.144709,30.30733719,1.84144709
3,735.0166667,0.3,20,3079.218924,186.2737919,30.79218924,1.862737919
3,740.0333333,0.3,20,3004.805433,185.2956225,30.04805433,1.852956225
3,745.0166667,0.3,20,3069.207632,185.8257076,30.69207632,1.858257076
3,750.0333333,0.3,20,2977.251404,184.9811304,29.77251404,1.849811304
3,755.0166667,0.3,20,3081.103558,182.4389279,30.81103558,1.824389279
3,760.15,0.3,20,3026.175404,182.822499,30.26175404,1.82822499
3,765.1333333,0.3,20,3022.160745,180.8198432,30.22160745,1.808198432
3,770.0333333,0.3,20,3046.286817,182.2694758,30.46286817,1.822694758
3,775.0166667,0.3,20,3054.260212,180.754157,30.54260212,1.80754157
3,780.0333333,0.3,20,3111.316074,183.604561,31.11316074,1.83604561
3,785.0166667,0.3,20,3066.995435,179.1965776,30.66995435,1.791965776
3,790.0166667,0.3,20,3004.315022,179.9931303,30.04315022,1.799931303
3,795.0333333,0.3,20,3040.784509,180.0383825,30.40784509,1.800383825
3,800.0166667,0.3,20,3042.7439,184.4118767,30.427439,1.844118767
3,805.0166667,0.3,20,3036.919061,182.7471475,30.36919061,1.827471475
3,810.0166667,0.3,20,3126.258307,179.0782835,31.26258307,1.790782835
3,815.0333333,0.3,20,3088.203065,179.8405748,30.88203065,1.798405748
3,820.0166667,0.3,20,3166.084985,179.0255896,31.66084985,1.790255896
3,825.0333333,0.3,20,3058.649826,177.4101818,30.58649826,1.774101818
3,830.0333333,0.3,20,3037.074413,179.9684127,30.37074413,1.799684127
3,835.0333333,0.3,20,2998.153701,177.3989319,29.98153701,1.773989319
3,840.0333333,0.3,20,3057.189029,174.0111955,30.57189029,1.740111955
3,845.0166667,0.3,20,3056.970518,176.4648089,30.56970518,1.764648089
3,850.0333333,0.3,20,3016.177276,176.7600625,30.16177276,1.767600625
3,855.0166667,0.3,20,3081.226952,178.3585463,30.81226952,1.783585463
3,860.0166667,0.3,20,3111.259392,177.1785291,31.11259392,1.771785291
3,865.0166667,0.3,20,3051.520242,178.3242593,30.51520242,1.783242593
3,870.0333333,0.3,20,3041.296983,176.2387394,30.41296983,1.762387394
3,875.0333333,0.3,20,3119.725693,176.4653329,31.19725693,1.764653329
3,880.0166667,0.3,20,2992.027893,176.0037587,29.92027893,1.760037587
3,885.0166667,0.3,20,3118.595116,177.8663146,31.18595116,1.778663146
3,890.0333333,0.3,20,3028.096179,175.6055444,30.28096179,1.756055444
3,895.0166667,0.3,20,3067.920095,176.2963735,30.67920095,1.762963735
3,900.0333333,0.3,20,3038.322269,175.7740764,30.38322269,1.757740764
3,905.0333333,0.3,20,3095.977483,178.5900978,30.95977483,1.785900978
3,910.0166667,0.3,20,3092.728236,178.7623048,30.92728236,1.787623048
3,915.0166667,0.3,20,3091.341257,173.6614389,30.91341257,1.736614389
3,920.0333333,0.3,20,3094.806846,178.8111707,30.94806846,1.788111707
3,925.0333333,0.3,20,3074.5768,175.5070404,30.745768,1.755070404
3,930.0166667,0.3,20,3063.083043,174.1295544,30.63083043,1.741295544
3,935.0333333,0.3,20,3040.883069,177.8073682,30.40883069,1.778073682
3,940.0166667,0.3,20,3044.5818,176.5943967,30.445818,1.765943967
3,945.0166667,0.3,20,3098.445001,176.0375803,30.98445001,1.760375803
3,950.0333333,0.3,20,3045.999493,176.0223656,30.45999493,1.760223656
3,955.0333333,0.3,20,3110.796682,178.7257227,31.10796682,1.787257227
3,960.0333333,0.3,20,3043.327011,175.4721012,30.43327011,1.754721012
3,965.0166667,0.3,20,3113.679748,179.6742621,31.13679748,1.796742621
3,970.0166667,0.3,20,3064.17532,180.4215743,30.6417532,1.804215743
3,975.0333333,0.3,20,3051.086389,177.9627313,30.51086389,1.779627313
3,980.0333333,0.3,20,3092.119425,176.577245,30.92119425,1.76577245
3,985.0166667,0.3,20,3088.212032,177.9018566,30.88212032,1.779018566
3,990.0333333,0.3,20,3103.231511,178.889657,31.03231511,1.78889657
3,995.0166667,0.3,20,3115.819891,177.7683398,31.15819891,1.777683398
3,1000.033333,0.3,20,3114.838148,175.6982307,31.14838148,1.756982307
3,1005.016667,0.3,20,3087.115725,179.2189387,30.87115725,1.792189387
3,1010.033333,0.3,20,3071.76536,180.0984711,30.7176536,1.800984711
3,1015.016667,0.3,20,3053.564853,176.8695202,30.53564853,1.768695202
3,1020.016667,0.3,20,3083.557108,176.0934192,30.83557108,1.760934192
3,1025.016667,0.3,20,3077.442502,178.9631673,30.77442502,1.789631673
3,1030.033333,0.3,20,3096.263643,176.9112643,30.96263643,1.769112643
3,1035.016667,0.3,20,3130.018748,176.6266901,31.30018748,1.766266901
3,1040.033333,0.3,20,3069.586186,178.004335,30.69586186,1.78004335
3,1045.033333,0.3,20,3105.397777,176.115024,31.05397777,1.76115024
3,1050.016667,0.3,20,3074.614588,175.8464846,30.74614588,1.758464846
3,1055.016667,0.3,20,3047.994834,178.0203664,30.47994834,1.780203664
3,1060.033333,0.3,20,3057.758352,178.2869358,30.57758352,1.782869358
3,1065.033333,0.3,20,3021.960527,174.5835971,30.21960527,1.745835971
3,1070.016667,0.3,20,3086.130074,177.6766748,30.86130074,1.776766748
3,1075.033333,0.3,20,3079.911872,178.1026098,30.79911872,1.781026098
3,1080.016667,0.3,20,3086.198033,175.2560888,30.86198033,1.752560888
4,0,0.5,1.00E-06,41.34964797,1257.096091,0.41349648,12.57096091
4,5.033333333,0.5,1.00E-06,50.83588455,1253.941367,0.508358846,12.53941367
4,10.03333333,0.5,1.00E-06,60.04693866,1287.850889,0.600469387,12.87850889
4,15.03333333,0.5,1.00E-06,66.77222765,1288.610179,0.667722276,12.88610179
4,20.03333333,0.5,1.00E-06,76.42616118,1330.754341,0.764261612,13.30754341
4,25.03333333,0.5,1.00E-06,80.60932894,1292.077165,0.806093289,12.92077165
4,30.05,0.5,1.00E-06,87.05002189,1335.935515,0.870500219,13.35935515
4,35.05,0.5,1.00E-06,88.47555846,1299.282231,0.884755585,12.99282231
4,40.03333333,0.5,1.00E-06,95.06479754,1321.864213,0.950647975,13.21864213
4,45.03333333,0.5,1.00E-06,96.5320328,1313.027223,0.965320328,13.13027223
4,50.03333333,0.5,1.00E-06,102.4204488,1276.385338,1.024204488,12.76385338
4,55.05,0.5,1.00E-06,103.5671564,1320.775278,1.035671564,13.20775278
4,60.05,0.5,1.00E-06,107.4504513,1281.625473,1.074504513,12.81625473
4,65.03333333,0.5,1.00E-06,107.9995799,1276.51415,1.079995799,12.7651415
4,70.03333333,0.5,1.00E-06,109.2904051,1271.18299,1.092904051,12.7118299
4,75.03333333,0.5,1.00E-06,111.2759092,1280.116463,1.112759092,12.80116463
4,80.03333333,0.5,1.00E-06,112.3967321,1267.313686,1.123967321,12.67313686
4,85.05,0.5,1.00E-06,113.3925614,1259.97465,1.133925614,12.5997465
4,90.05,0.5,1.00E-06,116.7802781,1276.291066,1.167802781,12.76291066
4,95.03333333,0.5,1.00E-06,117.0130374,1245.795911,1.170130374,12.45795911
4,100.05,0.5,1.00E-06,117.3500335,1241.47952,1.173500335,12.4147952
4,105.05,0.5,1.00E-06,121.124107,1244.880984,1.21124107,12.44880984
4,110.0333333,0.5,1.00E-06,119.3131515,1265.772724,1.193131515,12.65772724
4,115.0333333,0.5,1.00E-06,118.5514431,1233.876116,1.185514431,12.33876116
4,120.0333333,1.00E-06,50,121.0189232,1233.661145,1.210189232,12.33661145
4,125.3,1.00E-06,50,131.9654871,1249.738144,1.319654871,12.49738144
4,130.0333333,1.00E-06,50,137.7306105,1204.344648,1.377306105,12.04344648
4,135.2166667,1.00E-06,50,150.3570083,1172.671664,1.503570083,11.72671664
4,140.0333333,1.00E-06,50,161.080816,1139.458551,1.61080816,11.39458551
4,145.05,1.00E-06,50,174.7045474,1068.523145,1.747045474,10.68523145
4,150.05,0.5,1.00E-06,187.4647803,1029.440764,1.874647803,10.29440764
4,155.05,0.5,1.00E-06,202.7626913,1006.574595,2.027626913,10.06574595
4,160.0333333,0.5,1.00E-06,210.0238821,989.1739892,2.100238821,9.891739892
4,165.05,0.5,1.00E-06,225.8553591,978.6021441,2.258553591,9.786021441
4,170.0333333,0.5,1.00E-06,229.2610733,975.0763271,2.292610733,9.750763271
4,175.0333333,0.5,1.00E-06,232.413881,963.2878553,2.32413881,9.632878553
4,180.0333333,0.5,1.00E-06,240.2562948,972.9765783,2.402562948,9.729765783
4,185.05,0.5,1.00E-06,239.0521205,968.2015199,2.390521205,9.682015199
4,190.0333333,0.5,1.00E-06,243.8750686,976.7554525,2.438750686,9.767554525
4,195.05,0.5,1.00E-06,242.1023639,982.5953339,2.421023639,9.825953339
4,200.05,0.5,1.00E-06,243.9692894,987.3397992,2.439692894,9.873397992
4,205.05,0.5,1.00E-06,239.8090083,980.5899081,2.398090083,9.805899081
4,210.0333333,0.5,1.00E-06,236.3879663,984.2439064,2.363879663,9.842439064
4,215.0333333,0.5,1.00E-06,236.9713107,977.4264388,2.369713107,9.774264388
4,220.05,0.5,1.00E-06,230.2575084,986.0293477,2.302575084,9.860293477
4,225.05,0.5,1.00E-06,228.2229707,984.0356544,2.282229707,9.840356544
4,230.0333333,0.5,1.00E-06,222.9509247,982.3030582,2.229509247,9.823030582
4,235.0333333,0.5,1.00E-06,221.2271272,974.2276547,2.212271272,9.742276547
4,240.05,0.5,1.00E-06,221.2525607,987.5028053,2.212525607,9.875028053
4,245.0333333,0.5,1.00E-06,210.7091813,983.1886183,2.107091813,9.831886183
4,250.05,0.5,1.00E-06,209.3230106,1018.545478,2.093230106,10.18545478
4,255.05,0.5,1.00E-06,207.4438867,1006.105106,2.074438867,10.06105106
4,260.0333333,0.5,1.00E-06,199.941806,986.3086572,1.99941806,9.863086572
4,265.0333333,0.5,1.00E-06,199.8614217,1002.024127,1.998614217,10.02024127
4,270.0333333,1.00E-06,50,197.817223,1005.51453,1.97817223,10.0551453
4,275.0333333,1.00E-06,50,204.0218775,994.3704958,2.040218775,9.943704958
4,280.0333333,1.00E-06,50,221.4203571,994.0323304,2.214203571,9.940323304
4,285.0333333,1.00E-06,50,242.9355974,957.2137875,2.429355974,9.572137875
4,290.0333333,1.00E-06,50,251.3356614,905.7121983,2.513356614,9.057121983
4,295.05,1.00E-06,50,272.0446455,881.0294708,2.720446455,8.810294708
4,300.0333333,0.5,1.00E-06,292.7038436,837.561719,2.927038436,8.37561719
4,305.0333333,0.5,1.00E-06,323.8446732,823.2166312,3.238446732,8.232166312
4,310.0333333,0.5,1.00E-06,339.749934,803.3325035,3.39749934,8.033325035
4,315.05,0.5,1.00E-06,353.7329399,812.8355157,3.537329399,8.128355157
4,320.0333333,0.5,1.00E-06,365.2701127,819.837738,3.652701127,8.19837738
4,325.0333333,0.5,1.00E-06,379.6098591,784.9748567,3.796098591,7.849748567
4,330.05,0.5,1.00E-06,385.7453996,801.8551139,3.857453996,8.018551139
4,335.0333333,0.5,1.00E-06,388.2307909,780.460765,3.882307909,7.80460765
4,340.0333333,0.5,1.00E-06,386.8252743,804.001478,3.868252743,8.04001478
4,345.0333333,0.5,1.00E-06,382.593363,818.431936,3.82593363,8.18431936
4,350.0333333,0.5,1.00E-06,375.8555805,801.8813699,3.758555805,8.018813699
4,355.05,0.5,1.00E-06,374.9281543,796.7380972,3.749281543,7.967380972
4,360.0333333,0.5,1.00E-06,373.272949,795.420996,3.73272949,7.95420996
4,365.05,0.5,1.00E-06,356.1613319,799.9170432,3.561613319,7.999170432
4,370.0333333,0.5,1.00E-06,352.854308,808.3137261,3.52854308,8.083137261
4,375.0333333,0.5,1.00E-06,349.8592131,824.1474624,3.498592131,8.241474624
4,380.0333333,0.5,1.00E-06,341.09985,819.9586562,3.4109985,8.199586562
4,385.0333333,0.5,1.00E-06,335.2764875,815.7463203,3.352764875,8.157463203
4,390.0333333,0.5,1.00E-06,327.9228656,833.6750629,3.279228656,8.336750629
4,395.05,0.5,1.00E-06,312.6325911,843.0699849,3.126325911,8.430699849
4,400.05,0.5,1.00E-06,308.351781,831.9867748,3.08351781,8.319867748
4,405.05,0.5,1.00E-06,296.4868131,850.3745579,2.964868131,8.503745579
4,410.05,0.5,1.00E-06,293.2352085,849.5745332,2.932352085,8.495745332
4,415.0333333,0.5,1.00E-06,281.3542435,857.2538088,2.813542435,8.572538088
4,420.0333333,1.00E-06,50,277.5413692,865.3764031,2.775413692,8.653764031
4,425.0333333,1.00E-06,50,291.4100582,853.9563892,2.914100582,8.539563892
4,430.0333333,1.00E-06,50,314.9934003,853.4407058,3.149934003,8.534407058
4,435.05,1.00E-06,50,332.251644,817.4654806,3.32251644,8.174654806
4,440.0333333,1.00E-06,50,368.2706549,804.010595,3.682706549,8.04010595
4,445.05,1.00E-06,50,392.9909991,745.9531075,3.929909991,7.459531075
4,450.0333333,0.5,1.00E-06,419.2413374,709.5367458,4.192413374,7.095367458
4,455.05,0.5,1.00E-06,464.1634907,694.7722252,4.641634907,6.947722252
4,460.0333333,0.5,1.00E-06,485.034102,679.9261928,4.85034102,6.799261928
4,465.05,0.5,1.00E-06,496.874064,683.4716606,4.96874064,6.834716606
4,470.0333333,0.5,1.00E-06,528.8441316,676.9568629,5.288441316,6.769568629
4,475.05,0.5,1.00E-06,543.0835281,684.3780057,5.430835281,6.843780057
4,480.05,0.5,1.00E-06,556.5717369,671.9818452,5.565717369,6.719818452
4,485.05,0.5,1.00E-06,556.405032,676.879138,5.56405032,6.76879138
4,490.0333333,0.5,1.00E-06,554.8724731,680.7564276,5.548724731,6.807564276
4,495.05,0.5,1.00E-06,564.6639193,683.0258215,5.646639193,6.830258215
4,500.0333333,0.5,1.00E-06,560.1694346,687.2966898,5.601694346,6.872966898
4,505.0333333,0.5,1.00E-06,546.1568856,683.9863435,5.461568856,6.839863435
4,510.0333333,0.5,1.00E-06,529.363492,692.211841,5.29363492,6.92211841
4,515.0333333,0.5,1.00E-06,524.3960061,681.7156138,5.243960061,6.817156138
4,520.0333333,0.5,1.00E-06,522.5984599,696.0213985,5.225984599,6.960213985
4,525.0333333,0.5,1.00E-06,492.7146186,703.0906965,4.927146186,7.030906965
4,530.0333333,0.5,1.00E-06,491.5759742,674.8676574,4.915759742,6.748676574
4,535.0333333,0.5,1.00E-06,478.9911883,689.3432436,4.789911883,6.893432436
4,540.0333333,0.5,1.00E-06,466.1578864,717.4377837,4.661578864,7.174377837
4,545.05,0.5,1.00E-06,449.1720956,704.0476316,4.491720956,7.040476316
4,550.0333333,0.5,1.00E-06,442.7619331,717.1124899,4.427619331,7.171124899
4,555.0333333,0.5,1.00E-06,420.2671149,713.7318371,4.202671149,7.137318371
4,560.05,0.5,1.00E-06,408.1902769,740.4573524,4.081902769,7.404573524
4,565.0333333,0.5,1.00E-06,395.6263172,745.3967578,3.956263172,7.453967578
4,570.0333333,1.00E-06,50,385.1182142,737.4803594,3.851182142,7.374803594
4,575.0333333,1.00E-06,50,420.3608163,736.0960821,4.203608163,7.360960821
4,580.0333333,1.00E-06,50,448.0794011,733.2890428,4.480794011,7.332890428
4,585.0333333,1.00E-06,50,476.9649658,710.8744982,4.769649658,7.108744982
4,590.0333333,1.00E-06,50,505.0577625,677.6290709,5.050577625,6.776290709
4,595.05,1.00E-06,50,537.3788888,648.8236904,5.373788888,6.488236904
4,600.0333333,0.5,1.00E-06,599.8489585,613.8387326,5.998489585,6.138387326
4,605.05,0.5,1.00E-06,648.4094578,591.6748713,6.484094578,5.916748713
4,610.0333333,0.5,1.00E-06,692.7908569,565.3954674,6.927908569,5.653954674
4,615.0333333,0.5,1.00E-06,733.6405665,576.073356,7.336405665,5.76073356
4,620.0333333,0.5,1.00E-06,762.1401948,569.3233077,7.621401948,5.693233077
4,625.0333333,0.5,1.00E-06,796.2721901,561.6086246,7.962721901,5.616086246
4,630.0333333,0.5,1.00E-06,805.9460427,561.8712513,8.059460427,5.618712513
4,635.0333333,0.5,1.00E-06,807.0934486,561.1119621,8.070934486,5.611119621
4,640.0333333,0.5,1.00E-06,814.7464717,567.682714,8.147464717,5.67682714
4,645.0333333,0.5,1.00E-06,811.047785,572.1731461,8.11047785,5.721731461
4,650.0333333,0.5,1.00E-06,821.9430131,565.2827767,8.219430131,5.652827767
4,655.05,0.5,1.00E-06,796.7005877,569.1874248,7.967005877,5.691874248
4,660.05,0.5,1.00E-06,786.7179664,570.4379293,7.867179664,5.704379293
4,665.0333333,0.5,1.00E-06,783.2044468,576.9706972,7.832044468,5.769706972
4,670.05,0.5,1.00E-06,771.833177,565.6239187,7.71833177,5.656239187
4,675.0333333,0.5,1.00E-06,751.2275329,575.788869,7.512275329,5.75788869
4,680.05,0.5,1.00E-06,732.1031496,577.684648,7.321031496,5.77684648
4,685.0333333,0.5,1.00E-06,699.4857455,587.4006702,6.994857455,5.874006702
4,690.0333333,0.5,1.00E-06,697.9871346,583.2626157,6.979871346,5.832626157
4,695.0333333,0.5,1.00E-06,666.7309492,599.4147835,6.667309492,5.994147835
4,700.05,0.5,1.00E-06,649.5620597,591.1512051,6.495620597,5.911512051
4,705.0333333,0.5,1.00E-06,628.010571,606.9530825,6.28010571,6.069530825
4,710.05,0.5,1.00E-06,615.606908,611.4709298,6.15606908,6.114709298
4,715.0333333,0.5,1.00E-06,594.5468524,611.5933052,5.945468524,6.115933052
4,720.05,1.00E-06,50,579.9346911,619.6236099,5.799346911,6.196236099
4,725.0333333,1.00E-06,50,623.2655966,615.862016,6.232655966,6.15862016
4,730.05,1.00E-06,50,676.3947965,609.8720657,6.763947965,6.098720657
4,735.0333333,1.00E-06,50,715.4137132,576.8670912,7.154137132,5.768670912
4,740.0333333,1.00E-06,50,761.3070253,551.9099474,7.613070253,5.519099474
4,745.0333333,1.00E-06,50,829.1748611,521.5079311,8.291748611,5.215079311
4,750.0333333,0.5,1.00E-06,895.7084927,494.1276029,8.957084927,4.941276029
4,755.0333333,0.5,1.00E-06,956.7866009,479.4502157,9.567866009,4.794502157
4,760.05,0.5,1.00E-06,1018.603152,466.6395577,10.18603152,4.666395577
4,765.0333333,0.5,1.00E-06,1093.818616,465.5682606,10.93818616,4.655682606
4,770.0333333,0.5,1.00E-06,1113.333687,467.4052266,11.13333687,4.674052266
4,775.0333333,0.5,1.00E-06,1158.237419,461.8595711,11.58237419,4.618595711
4,780.05,0.5,1.00E-06,1178.128356,460.8286497,11.78128356,4.608286497
4,785.0333333,0.5,1.00E-06,1200.417111,461.6875798,12.00417111,4.616875798
4,790.0333333,0.5,1.00E-06,1217.043187,458.5777846,12.17043187,4.585777846
4,795.05,0.5,1.00E-06,1237.33859,462.8968852,12.3733859,4.628968852
4,800.0333333,0.5,1.00E-06,1228.157956,461.6643176,12.28157956,4.616643176
